id,state,district,village,season,year,latitude,longitude,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,crop_recommended,soil_type
SHC000126,Uttar Pradesh,Meerut,Village_126,Rabi,2023,21.7341,68.3778,138.6,71.9,378.8,5.39,3.82,1.407,46.7,1.32,3.8,0.98,7.2,1.61,16.5,61.7,348.0,pomegranate,Laterite
SHC000127,Punjab,Ludhiana,Village_127,Kharif,2022,30.1301,69.2905,307.6,47.0,219.1,8.07,1.14,1.812,36.9,1.91,11.4,0.72,6.6,1.48,15.4,53.8,2114.7,banana,Red
SHC000128,Maharashtra,Pune,Village_128,Kharif,2022,25.0664,90.7984,190.6,22.7,123.2,7.02,2.77,0.493,25.7,1.79,4.8,0.88,6.5,1.48,34.1,76.4,1537.5,mango,Desert
SHC000129,Uttar Pradesh,Meerut,Village_129,Kharif,2023,25.9886,94.6668,299.1,12.8,289.7,7.18,2.05,1.195,27.3,2.14,2.3,0.65,4.3,0.96,18.9,83.3,2337.6,grapes,Alluvial
SHC000130,Punjab,Ludhiana,Village_130,Zaid,2023,12.646,68.8528,317.6,44.1,393.6,6.76,3.39,1.943,8.9,0.49,8.3,2.62,8.5,0.8,21.0,82.2,1572.9,watermelon,Laterite
SHC000131,Maharashtra,Pune,Village_131,Zaid,2024,9.1363,76.2903,336.8,50.9,396.8,8.66,0.8,1.413,35.4,0.51,3.6,1.75,4.6,1.14,22.2,66.2,1081.8,muskmelon,Alluvial
SHC000132,Uttar Pradesh,Meerut,Village_132,Kharif,2024,19.7079,77.2421,353.1,78.5,306.5,7.62,2.89,1.042,34.4,0.4,10.9,1.06,1.5,1.14,25.8,68.4,1380.3,apple,Red
SHC000133,Punjab,Ludhiana,Village_133,Kharif,2022,20.9698,87.9107,376.2,39.2,385.5,5.2,0.16,1.089,43.6,0.89,14.5,1.69,3.6,0.64,17.2,64.9,1235.3,orange,Alluvial
SHC000134,Maharashtra,Pune,Village_134,Kharif,2022,30.0988,83.2236,232.6,23.6,294.7,8.81,3.6,0.353,10.2,2.89,5.6,1.7,1.7,1.7,18.5,71.8,330.2,papaya,Red
SHC000135,Uttar Pradesh,Meerut,Village_135,Rabi,2023,23.9512,69.6452,103.6,41.2,218.1,8.18,3.51,1.757,23.8,1.98,10.9,2.68,9.0,0.2,32.2,62.7,1971.9,coconut,Red
SHC000136,Punjab,Ludhiana,Village_136,Zaid,2024,27.9425,68.7756,200.9,78.5,190.2,8.54,2.39,0.734,43.1,2.97,15.4,0.28,1.5,1.03,15.2,73.9,237.5,coffee,Red
SHC000137,Maharashtra,Pune,Village_137,Zaid,2023,34.3489,70.6935,298.0,46.7,143.7,7.63,3.22,0.497,41.3,0.46,12.6,2.42,2.3,1.19,27.7,69.5,1175.7,tea,Black
SHC000138,Uttar Pradesh,Meerut,Village_138,Zaid,2024,21.6198,70.6523,78.8,17.3,177.9,7.79,3.46,0.985,31.3,0.78,16.2,2.68,5.4,0.41,15.2,64.9,1344.6,mustard,Black
SHC000139,Punjab,Ludhiana,Village_139,Rabi,2024,13.3375,83.8666,149.7,24.4,254.3,5.16,3.9,1.75,19.4,1.14,6.4,2.79,6.9,1.09,30.3,40.8,2414.1,groundnut,Black
SHC000140,Maharashtra,Pune,Village_140,Rabi,2022,30.762,92.6263,191.5,19.2,282.6,6.43,2.99,0.768,19.0,2.63,13.1,0.35,7.2,1.53,22.1,92.9,1057.6,sesame,Desert
SHC000141,Uttar Pradesh,Meerut,Village_141,Kharif,2024,21.5279,80.9627,254.1,17.1,251.1,7.22,3.54,1.228,31.0,2.47,3.2,1.98,8.3,0.28,39.3,81.2,202.2,rice,Laterite
SHC000142,Punjab,Ludhiana,Village_142,Zaid,2022,33.6486,75.9111,356.8,78.2,346.8,5.08,3.49,0.584,22.8,2.98,9.3,2.0,3.8,0.8,32.9,91.6,849.6,wheat,Red
SHC000143,Maharashtra,Pune,Village_143,Rabi,2023,9.6976,84.3447,94.4,45.8,156.7,8.74,1.3,0.367,43.1,1.33,16.8,1.01,5.5,0.95,31.7,56.1,1342.6,maize,Black
SHC000144,Uttar Pradesh,Meerut,Village_144,Zaid,2022,26.4789,88.7148,312.1,43.0,101.1,8.01,3.65,1.375,30.0,1.77,13.5,3.0,1.6,0.14,43.9,58.6,1608.4,sugarcane,Black
SHC000145,Punjab,Ludhiana,Village_145,Kharif,2022,25.4742,81.6849,251.6,61.1,355.2,5.51,1.18,0.916,36.0,1.31,6.3,0.2,8.6,0.9,24.9,64.5,482.7,cotton,Laterite
SHC000146,Maharashtra,Pune,Village_146,Zaid,2022,26.8219,84.4131,96.7,19.1,368.6,7.73,1.61,0.809,21.3,2.03,5.2,2.96,7.2,0.34,19.1,72.1,1081.3,jute,Laterite
SHC000147,Uttar Pradesh,Meerut,Village_147,Rabi,2022,14.927,83.9837,197.7,72.3,322.1,7.48,0.25,1.982,31.8,0.93,12.6,2.47,5.8,1.58,27.4,68.3,1171.2,chickpea,Laterite
SHC000148,Punjab,Ludhiana,Village_148,Zaid,2024,23.9313,96.9458,219.3,71.8,133.9,5.6,2.4,0.423,11.2,0.75,16.2,2.79,4.0,1.95,39.3,44.7,1548.1,kidneybeans,Alluvial
SHC000149,Maharashtra,Pune,Village_149,Zaid,2022,18.5775,80.5443,50.7,14.6,145.2,5.74,1.86,1.775,25.1,1.96,2.5,2.58,2.0,0.64,39.5,47.2,793.4,pigeonpeas,Desert
SHC000150,Uttar Pradesh,Meerut,Village_150,Zaid,2022,13.7685,86.0037,260.1,56.2,384.0,5.66,2.65,0.528,21.2,1.29,17.0,0.26,7.6,1.83,17.4,81.4,447.6,mothbeans,Laterite
SHC000151,Punjab,Ludhiana,Village_151,Zaid,2022,26.7646,83.9517,372.3,18.3,136.5,8.29,1.98,1.721,24.4,1.47,8.0,2.86,5.2,1.53,35.9,45.3,2302.2,mungbean,Laterite
SHC000152,Maharashtra,Pune,Village_152,Rabi,2024,30.4691,69.7014,266.9,65.2,371.9,7.03,3.03,1.945,42.8,2.59,9.3,0.37,9.7,1.42,20.1,93.3,1846.3,blackgram,Desert
SHC000153,Uttar Pradesh,Meerut,Village_153,Rabi,2023,31.3661,95.6611,177.7,38.9,218.6,8.34,1.87,0.875,34.1,1.57,11.6,1.28,5.1,0.17,42.8,32.0,1977.5,lentil,Red
SHC000154,Punjab,Ludhiana,Village_154,Zaid,2022,18.8875,88.4487,60.0,68.9,204.4,8.17,1.29,0.538,24.4,2.43,14.7,1.26,9.4,0.88,25.5,39.4,361.6,pomegranate,Laterite
SHC000155,Maharashtra,Pune,Village_155,Zaid,2023,31.2203,81.8074,218.2,27.7,149.9,5.89,2.32,1.265,17.2,1.32,12.2,2.31,3.9,0.62,36.9,63.4,2170.5,banana,Red
SHC000156,Uttar Pradesh,Meerut,Village_156,Kharif,2022,14.0871,92.2466,370.0,55.5,380.7,8.8,3.06,0.828,14.3,1.65,7.2,0.44,4.5,1.01,34.9,44.4,2197.5,mango,Black
SHC000157,Punjab,Ludhiana,Village_157,Kharif,2022,22.7456,73.9645,368.9,62.5,111.6,6.96,2.46,0.32,10.1,1.5,2.0,0.24,2.5,1.83,38.0,59.3,1302.2,grapes,Laterite
SHC000158,Maharashtra,Pune,Village_158,Zaid,2024,9.726,89.4232,70.2,44.0,358.5,5.47,2.86,0.283,49.7,2.11,19.4,2.04,3.2,1.86,33.8,67.4,1187.0,watermelon,Red
SHC000159,Uttar Pradesh,Meerut,Village_159,Kharif,2024,16.6387,96.8123,123.3,71.1,319.7,7.68,1.84,1.67,28.7,0.58,7.0,0.63,6.1,1.35,25.1,32.6,1715.1,muskmelon,Alluvial
SHC000160,Punjab,Ludhiana,Village_160,Zaid,2023,33.1656,88.3068,360.8,78.8,243.9,8.21,2.35,1.959,18.4,0.24,5.3,0.47,4.9,0.25,21.6,36.3,1319.5,apple,Alluvial
SHC000161,Maharashtra,Pune,Village_161,Kharif,2023,30.5236,81.4092,314.6,79.6,317.4,5.06,0.8,0.697,42.5,2.81,13.7,0.36,5.5,1.73,25.9,34.2,1993.0,orange,Laterite
SHC000162,Uttar Pradesh,Meerut,Village_162,Kharif,2022,9.8332,93.7703,312.5,33.0,279.3,7.86,3.05,0.912,45.7,2.84,5.5,2.74,7.4,1.79,27.7,73.0,741.4,papaya,Desert
SHC000163,Punjab,Ludhiana,Village_163,Zaid,2022,13.6835,95.7882,176.8,14.0,256.4,5.83,1.76,0.383,12.0,1.61,8.0,0.55,6.2,0.22,37.6,33.3,2431.9,coconut,Desert
SHC000164,Maharashtra,Pune,Village_164,Kharif,2022,29.4542,79.3364,118.8,63.8,373.0,5.18,3.45,0.988,20.1,0.31,5.7,1.07,1.6,0.46,37.1,74.6,1970.6,coffee,Desert
SHC000165,Uttar Pradesh,Meerut,Village_165,Kharif,2023,31.8011,77.8358,138.8,38.7,266.1,7.94,1.96,1.672,42.4,0.2,16.2,1.38,9.7,1.66,26.5,71.3,646.8,tea,Red
SHC000166,Punjab,Ludhiana,Village_166,Rabi,2023,28.9048,89.4368,191.4,79.4,202.0,5.98,3.99,1.959,32.9,0.79,6.3,1.61,8.0,0.25,35.6,36.7,2141.5,mustard,Desert
SHC000167,Maharashtra,Pune,Village_167,Kharif,2023,28.3305,82.4196,99.4,48.0,134.3,8.62,1.0,1.758,20.8,0.82,7.5,2.15,5.7,0.3,19.1,54.6,978.7,groundnut,Laterite
SHC000168,Uttar Pradesh,Meerut,Village_168,Rabi,2024,13.0413,68.8219,85.8,59.0,354.1,8.13,3.18,0.67,49.5,0.44,16.8,0.38,3.4,1.04,16.6,55.6,1005.3,sesame,Red
SHC000169,Punjab,Ludhiana,Village_169,Rabi,2022,10.4434,69.104,321.6,47.0,260.4,8.92,1.81,0.553,36.6,2.48,11.0,2.11,5.6,0.87,16.0,41.3,1303.5,rice,Alluvial
SHC000170,Maharashtra,Pune,Village_170,Zaid,2022,10.928,69.4537,80.5,57.5,278.3,7.53,0.71,1.129,40.2,2.11,9.9,0.4,8.8,1.1,41.7,58.5,745.1,wheat,Black
SHC000171,Uttar Pradesh,Meerut,Village_171,Zaid,2022,19.3887,93.4606,164.7,58.1,363.3,5.62,2.65,1.822,12.3,0.61,8.8,2.98,3.0,0.72,40.1,38.5,2491.3,maize,Laterite
SHC000172,Punjab,Ludhiana,Village_172,Rabi,2023,29.7485,89.9031,64.1,20.5,319.7,7.38,2.73,1.49,46.3,1.98,7.0,0.34,4.9,1.45,23.5,37.8,2497.1,sugarcane,Red
SHC000173,Maharashtra,Pune,Village_173,Zaid,2023,30.8053,74.7664,326.0,38.0,399.9,5.37,2.26,1.609,36.4,1.62,11.2,1.28,4.1,1.23,37.5,48.2,2377.2,cotton,Red
SHC000174,Uttar Pradesh,Meerut,Village_174,Kharif,2024,24.1069,68.3395,294.7,13.9,155.6,5.39,1.58,1.632,37.7,0.5,16.4,1.44,1.3,0.53,38.6,77.7,633.2,jute,Red
SHC000175,Punjab,Ludhiana,Village_175,Kharif,2022,14.0202,69.965,215.9,32.7,227.8,5.03,2.91,0.561,23.5,1.33,3.2,1.16,9.1,1.8,15.7,31.9,1566.1,chickpea,Alluvial
SHC000176,Maharashtra,Pune,Village_176,Kharif,2023,21.0371,77.448,383.6,32.3,196.2,5.53,0.97,1.569,39.9,1.28,8.3,1.31,3.7,1.25,40.1,30.6,2352.8,kidneybeans,Black
SHC000177,Uttar Pradesh,Meerut,Village_177,Zaid,2024,11.3501,68.18,158.8,27.4,192.2,8.89,2.31,1.26,35.5,1.31,19.6,2.92,7.9,0.5,41.4,36.6,1648.8,pigeonpeas,Red
SHC000178,Punjab,Ludhiana,Village_178,Rabi,2022,14.3986,96.6739,368.3,37.4,176.2,6.23,3.92,0.933,46.3,0.37,16.0,2.31,6.9,0.33,44.4,43.8,1832.3,mothbeans,Alluvial
SHC000179,Maharashtra,Pune,Village_179,Kharif,2022,26.4466,89.9351,343.8,43.1,270.1,8.58,2.81,0.445,40.7,0.26,17.3,2.39,8.5,0.14,44.2,69.9,2040.1,mungbean,Black
SHC000180,Uttar Pradesh,Meerut,Village_180,Kharif,2023,15.996,70.0281,239.9,20.1,270.3,7.5,1.82,0.481,26.2,2.66,10.2,1.09,6.7,1.28,17.7,45.4,1337.1,blackgram,Laterite
SHC000181,Punjab,Ludhiana,Village_181,Zaid,2022,15.8385,78.0767,320.8,45.7,361.9,8.79,3.7,0.657,27.9,1.7,17.3,1.72,3.3,1.14,16.3,84.2,1501.8,lentil,Red
SHC000182,Maharashtra,Pune,Village_182,Zaid,2023,18.8123,91.6358,378.7,76.0,144.1,7.74,2.33,0.866,49.8,1.48,14.0,1.56,1.9,0.37,37.5,82.1,1036.8,pomegranate,Desert
SHC000183,Uttar Pradesh,Meerut,Village_183,Kharif,2023,28.4806,79.3893,257.6,10.5,353.4,6.08,0.38,1.565,21.8,1.79,17.2,2.35,4.0,1.75,26.7,62.5,1608.7,banana,Alluvial
SHC000184,Punjab,Ludhiana,Village_184,Rabi,2024,23.5903,93.3313,173.8,27.0,243.0,7.75,2.29,0.449,22.6,0.38,15.3,2.66,1.4,1.1,32.0,58.5,1356.3,mango,Alluvial
SHC000185,Maharashtra,Pune,Village_185,Zaid,2024,19.3204,96.1106,140.8,46.8,398.9,8.31,2.0,0.395,46.0,1.72,7.6,1.41,3.8,1.15,23.2,59.0,1180.4,grapes,Alluvial
SHC000186,Uttar Pradesh,Meerut,Village_186,Zaid,2023,32.0108,85.7955,218.8,70.3,172.1,6.59,2.08,0.289,36.9,0.73,8.0,1.3,6.7,0.22,25.2,47.8,203.5,watermelon,Black
SHC000187,Punjab,Ludhiana,Village_187,Rabi,2022,32.9941,85.0272,299.3,40.5,242.2,7.17,3.2,1.303,42.1,0.81,5.7,0.7,1.0,0.44,18.6,59.5,492.7,muskmelon,Red
SHC000188,Maharashtra,Pune,Village_188,Zaid,2022,32.9655,88.3553,363.0,53.8,343.0,6.21,1.55,1.928,19.2,1.38,13.7,1.24,1.2,1.61,25.1,44.8,1362.8,apple,Red
SHC000189,Uttar Pradesh,Meerut,Village_189,Rabi,2022,32.9142,87.6549,242.0,66.4,398.0,6.0,1.48,1.072,30.7,1.75,11.9,2.5,4.6,0.12,41.3,73.0,635.8,orange,Red
SHC000190,Punjab,Ludhiana,Village_190,Zaid,2022,34.7453,70.8715,170.4,51.3,212.0,6.95,1.37,1.482,23.3,1.4,12.4,2.91,6.8,0.28,24.6,57.3,1902.4,papaya,Laterite
SHC000191,Maharashtra,Pune,Village_191,Rabi,2024,32.6116,93.0319,201.0,56.2,252.4,5.7,1.57,1.736,41.5,0.49,3.4,2.58,9.1,0.66,25.5,51.8,492.0,coconut,Red
SHC000192,Uttar Pradesh,Meerut,Village_192,Kharif,2023,20.2524,73.3497,395.8,79.9,115.3,7.67,3.27,0.785,37.1,0.73,4.3,2.78,6.8,1.65,31.0,40.1,1066.3,coffee,Red
SHC000193,Punjab,Ludhiana,Village_193,Zaid,2022,9.7689,89.0644,206.6,23.9,130.7,8.71,0.27,0.376,17.8,0.47,13.6,0.73,5.3,1.73,39.7,39.5,404.1,tea,Desert
SHC000194,Maharashtra,Pune,Village_194,Zaid,2023,29.0992,80.6002,104.1,78.2,116.7,5.5,3.27,1.015,47.4,0.52,4.8,0.11,3.0,1.35,36.7,57.9,791.9,mustard,Black
SHC000195,Uttar Pradesh,Meerut,Village_195,Kharif,2023,30.1682,95.026,299.2,37.7,163.8,6.08,1.65,1.532,9.7,2.48,15.6,1.55,4.6,0.31,23.7,37.1,2083.4,groundnut,Red
SHC000196,Punjab,Ludhiana,Village_196,Zaid,2022,15.0061,69.9376,157.5,40.3,385.4,6.72,0.46,0.464,22.8,0.72,3.1,0.61,1.9,0.49,44.9,59.0,1714.8,sesame,Desert
SHC000197,Maharashtra,Pune,Village_197,Kharif,2023,34.5272,92.2645,382.8,56.8,297.4,8.36,2.89,1.291,23.0,0.82,16.1,1.22,1.6,1.01,34.7,31.5,1821.8,rice,Black
SHC000198,Uttar Pradesh,Meerut,Village_198,Rabi,2024,32.0592,73.2653,198.0,46.9,194.2,7.0,2.9,1.486,46.7,2.61,19.7,1.83,4.6,0.56,22.3,39.8,1871.3,wheat,Red
SHC000199,Punjab,Ludhiana,Village_199,Zaid,2022,32.0877,84.0163,74.2,14.3,143.0,5.85,3.56,1.601,16.5,0.9,13.5,2.63,3.9,1.1,41.7,80.1,2250.5,maize,Desert
SHC000200,Maharashtra,Pune,Village_200,Kharif,2022,22.5721,77.0252,285.4,63.6,112.4,8.39,2.1,1.243,16.7,0.23,19.1,2.79,8.0,1.0,24.5,40.1,386.1,sugarcane,Black
SHC000201,Uttar Pradesh,Meerut,Village_201,Kharif,2023,16.1938,70.8837,168.8,19.0,231.9,8.11,0.36,1.214,9.8,2.68,18.6,1.53,7.9,1.23,25.2,45.9,1944.8,cotton,Alluvial
SHC000202,Punjab,Ludhiana,Village_202,Kharif,2024,10.0421,76.2437,133.6,14.8,375.5,8.58,1.62,1.926,31.7,1.42,11.9,1.32,3.6,0.44,28.8,64.5,2089.7,jute,Desert
SHC000203,Maharashtra,Pune,Village_203,Zaid,2023,13.4637,80.8948,349.1,55.9,148.0,7.0,3.73,0.991,27.8,2.84,4.4,2.23,3.7,1.75,16.6,94.4,1967.8,chickpea,Black
SHC000204,Uttar Pradesh,Meerut,Village_204,Kharif,2024,32.9202,71.2746,369.8,35.2,101.9,5.45,3.55,1.969,45.6,1.44,19.3,1.28,2.0,0.75,45.0,70.7,982.0,kidneybeans,Laterite
SHC000205,Punjab,Ludhiana,Village_205,Zaid,2024,9.3378,73.8327,56.7,27.8,321.9,5.77,2.16,1.463,31.0,0.24,8.5,1.38,4.1,1.14,30.4,42.2,1929.5,pigeonpeas,Desert
SHC000206,Maharashtra,Pune,Village_206,Kharif,2022,28.4202,88.2206,201.3,65.2,314.1,6.54,3.59,0.456,23.1,2.15,17.7,1.04,6.1,0.12,26.1,51.5,2137.7,mothbeans,Laterite
SHC000207,Uttar Pradesh,Meerut,Village_207,Rabi,2023,15.1103,96.2516,229.6,16.1,114.9,5.17,1.62,1.758,43.0,1.23,15.9,2.28,5.3,0.87,20.4,48.1,979.0,mungbean,Red
SHC000208,Punjab,Ludhiana,Village_208,Kharif,2023,16.477,77.4017,123.4,46.2,213.4,5.06,1.64,0.311,41.6,2.8,7.3,1.99,1.8,0.79,32.3,36.8,1067.4,blackgram,Black
SHC000209,Maharashtra,Pune,Village_209,Kharif,2022,24.0746,70.4397,291.0,22.5,355.2,6.61,0.96,1.402,31.3,0.68,16.9,1.41,2.4,1.61,19.0,92.9,1216.2,lentil,Alluvial
SHC000210,Uttar Pradesh,Meerut,Village_210,Zaid,2022,13.0642,89.9853,151.3,57.8,177.2,5.96,1.88,1.669,33.8,0.38,15.2,1.78,6.6,0.77,31.7,54.2,387.5,pomegranate,Red
SHC000211,Punjab,Ludhiana,Village_211,Kharif,2023,14.8344,96.1515,311.5,30.7,147.7,7.5,3.47,1.252,8.5,2.4,19.4,0.24,8.3,1.47,26.9,71.2,565.3,banana,Black
SHC000212,Maharashtra,Pune,Village_212,Kharif,2024,24.9604,80.909,350.9,40.3,223.3,6.82,3.45,1.256,36.1,2.22,18.9,2.53,9.3,0.75,21.4,43.2,2172.9,mango,Red
SHC000213,Uttar Pradesh,Meerut,Village_213,Kharif,2022,9.6994,77.2234,307.0,27.4,287.2,7.17,1.12,1.882,18.8,2.71,11.7,0.37,8.5,1.6,39.9,71.5,1836.7,grapes,Alluvial
SHC000214,Punjab,Ludhiana,Village_214,Rabi,2023,11.377,93.2321,247.0,22.3,142.5,6.78,3.28,1.649,43.8,2.35,3.1,2.19,5.7,1.48,29.5,61.4,490.1,watermelon,Alluvial
SHC000215,Maharashtra,Pune,Village_215,Zaid,2023,13.5932,78.6978,354.7,24.7,161.8,6.04,2.34,1.137,15.4,2.14,18.3,0.68,7.1,1.21,24.9,70.2,682.8,muskmelon,Laterite
SHC000216,Uttar Pradesh,Meerut,Village_216,Rabi,2023,29.2406,78.8904,310.1,36.4,380.9,6.51,3.09,0.479,43.8,1.94,16.5,1.31,4.1,1.11,26.6,63.4,1190.5,apple,Red
SHC000217,Punjab,Ludhiana,Village_217,Zaid,2022,30.1361,88.9093,85.7,53.5,274.6,5.67,3.12,0.762,34.1,1.21,3.5,1.62,3.8,0.24,21.0,70.2,433.2,orange,Alluvial
SHC000218,Maharashtra,Pune,Village_218,Kharif,2023,25.6191,77.4542,263.9,47.9,352.8,5.85,0.69,1.739,26.7,2.39,19.3,1.68,3.7,1.61,42.9,45.9,1783.2,papaya,Red
SHC000219,Uttar Pradesh,Meerut,Village_219,Rabi,2024,8.516,91.6652,84.0,15.6,198.5,7.8,2.75,1.33,40.5,0.85,13.4,1.95,6.9,1.23,21.6,89.4,2444.8,coconut,Black
SHC000220,Punjab,Ludhiana,Village_220,Kharif,2022,27.1122,76.6182,377.8,66.6,163.6,7.65,0.7,1.24,20.1,0.49,12.9,2.66,2.3,1.81,18.8,78.2,2476.1,coffee,Laterite
SHC000221,Maharashtra,Pune,Village_221,Kharif,2024,20.516,89.3903,364.3,61.0,331.4,6.81,1.49,1.114,35.3,1.61,16.2,0.56,4.6,0.23,35.1,79.2,1735.0,tea,Desert
SHC000222,Uttar Pradesh,Meerut,Village_222,Rabi,2022,29.4497,90.6542,346.8,69.5,303.7,8.0,3.13,0.504,20.6,0.49,5.4,2.36,9.5,1.38,41.6,50.7,2145.3,mustard,Desert
SHC000223,Punjab,Ludhiana,Village_223,Zaid,2023,29.5472,96.5243,339.5,37.9,133.0,8.5,2.33,1.745,24.3,0.28,2.9,2.04,2.0,1.52,27.6,66.6,2042.8,groundnut,Black
SHC000224,Maharashtra,Pune,Village_224,Zaid,2022,32.3811,80.507,367.6,39.9,331.1,6.6,2.52,0.293,33.2,1.08,19.9,2.45,1.7,0.48,33.5,49.5,689.7,sesame,Red
SHC000225,Uttar Pradesh,Meerut,Village_225,Kharif,2022,12.5774,69.5781,195.8,67.5,343.7,8.62,3.01,0.64,37.5,2.31,11.8,2.44,1.6,1.23,29.4,82.3,494.3,rice,Desert
SHC000226,Punjab,Ludhiana,Village_226,Zaid,2022,33.5745,70.4128,310.2,24.4,131.6,6.58,2.37,1.689,34.7,1.58,7.1,0.95,7.9,0.32,19.4,76.8,2410.4,wheat,Black
SHC000227,Maharashtra,Pune,Village_227,Kharif,2023,14.09,94.19,186.7,71.9,219.2,5.15,2.98,1.856,18.7,1.72,16.5,1.03,3.6,0.88,31.5,65.9,1318.6,maize,Red
SHC000228,Uttar Pradesh,Meerut,Village_228,Rabi,2022,12.5512,88.4161,100.8,32.6,363.9,5.56,2.16,1.111,9.4,0.52,19.1,2.89,8.9,0.92,32.8,83.6,1755.1,sugarcane,Red
SHC000229,Punjab,Ludhiana,Village_229,Kharif,2024,27.4985,76.101,321.1,14.9,228.0,6.05,3.29,1.555,43.4,2.02,16.3,1.37,7.1,0.16,41.4,74.5,2192.0,cotton,Desert
SHC000230,Maharashtra,Pune,Village_230,Zaid,2024,15.3678,91.1895,114.6,17.7,104.5,6.19,0.49,1.643,28.4,0.91,12.8,0.3,7.5,1.05,15.2,50.7,1925.4,jute,Desert
SHC000231,Uttar Pradesh,Meerut,Village_231,Zaid,2023,8.5562,74.2652,109.5,20.9,265.6,8.86,0.61,1.771,11.5,0.43,13.3,1.77,4.1,1.11,37.6,80.3,227.6,chickpea,Laterite
SHC000232,Punjab,Ludhiana,Village_232,Kharif,2022,8.4223,92.3495,79.2,59.8,394.0,8.28,0.36,1.809,48.2,2.18,13.1,1.85,8.4,1.15,25.0,93.1,311.5,kidneybeans,Desert
SHC000233,Maharashtra,Pune,Village_233,Zaid,2023,11.7699,90.4316,333.3,60.1,103.4,6.14,1.51,1.444,39.7,1.96,16.2,1.34,5.9,0.22,27.8,58.1,1606.5,pigeonpeas,Desert
SHC000234,Uttar Pradesh,Meerut,Village_234,Kharif,2024,23.9926,71.6481,320.2,36.1,289.0,5.79,0.74,0.295,21.2,1.87,7.7,0.8,10.0,2.0,33.1,51.0,2181.7,mothbeans,Desert
SHC000235,Punjab,Ludhiana,Village_235,Rabi,2023,32.5229,80.9141,139.4,77.7,358.1,8.65,3.68,0.889,44.2,2.69,11.9,1.91,6.2,0.13,31.1,32.5,1237.5,mungbean,Red
SHC000236,Maharashtra,Pune,Village_236,Kharif,2024,28.896,81.8939,229.2,73.3,244.7,5.63,0.54,0.75,19.1,2.49,15.7,0.27,2.8,0.95,17.6,40.8,2289.4,blackgram,Black
SHC000237,Uttar Pradesh,Meerut,Village_237,Zaid,2023,18.1193,92.8922,280.0,57.5,291.7,7.16,3.97,1.81,37.9,2.1,3.5,1.51,5.5,0.2,37.7,30.1,1178.0,lentil,Black
SHC000238,Punjab,Ludhiana,Village_238,Kharif,2023,16.3148,73.1905,305.5,24.3,121.7,6.74,2.86,1.244,18.3,2.49,3.7,2.04,6.5,1.81,30.8,83.2,695.2,pomegranate,Black
SHC000239,Maharashtra,Pune,Village_239,Kharif,2022,11.5047,72.0838,328.9,36.9,308.1,7.15,1.64,0.423,22.0,2.55,16.6,0.18,2.3,1.54,25.1,71.8,1494.2,banana,Desert
SHC000240,Uttar Pradesh,Meerut,Village_240,Rabi,2023,8.5662,68.2329,129.2,79.5,121.8,8.5,0.72,0.396,40.7,2.57,16.3,0.8,8.9,0.24,25.3,60.1,355.8,mango,Alluvial
SHC000241,Punjab,Ludhiana,Village_241,Kharif,2022,34.7889,86.0283,189.1,65.3,200.5,7.13,0.32,0.781,30.2,2.17,3.8,2.41,9.1,0.63,38.0,41.7,1403.9,grapes,Black
SHC000242,Maharashtra,Pune,Village_242,Zaid,2023,22.5791,92.4963,87.9,12.1,342.7,6.07,1.52,0.357,12.1,1.92,11.9,0.95,5.1,0.84,35.9,86.0,1959.7,watermelon,Alluvial
SHC000243,Uttar Pradesh,Meerut,Village_243,Rabi,2022,17.888,93.367,102.3,18.3,123.2,6.19,0.88,1.03,49.8,2.63,18.1,2.51,3.4,0.53,37.0,68.9,674.1,muskmelon,Alluvial
SHC000244,Punjab,Ludhiana,Village_244,Rabi,2024,17.7196,89.4475,91.5,47.3,356.3,5.81,1.13,1.389,40.4,0.99,8.5,2.25,3.6,1.37,19.8,56.7,1784.0,apple,Laterite
SHC000245,Maharashtra,Pune,Village_245,Zaid,2024,14.3287,86.7175,213.2,21.3,336.2,8.72,1.91,1.305,42.2,2.9,19.4,2.78,8.3,0.91,35.1,79.6,411.4,orange,Laterite
SHC000246,Uttar Pradesh,Meerut,Village_246,Zaid,2022,26.0067,91.3119,114.6,75.6,171.5,5.54,1.36,1.655,9.2,0.84,19.2,0.15,3.5,0.72,42.7,85.3,1258.2,papaya,Alluvial
SHC000247,Punjab,Ludhiana,Village_247,Kharif,2022,13.0841,81.8278,196.5,75.5,326.7,6.85,2.47,1.834,42.9,1.92,18.5,1.2,7.6,0.13,32.5,38.9,1405.9,coconut,Desert
SHC000248,Maharashtra,Pune,Village_248,Rabi,2022,34.9269,73.4259,279.8,79.6,292.1,6.81,2.11,1.722,47.4,1.47,15.9,2.81,3.5,1.04,44.9,53.0,1625.3,coffee,Black
SHC000249,Uttar Pradesh,Meerut,Village_249,Kharif,2022,25.2723,83.5063,282.6,68.4,342.3,5.23,3.81,1.725,48.8,0.74,11.7,1.38,4.4,0.87,42.1,75.4,946.9,tea,Black
SHC000250,Punjab,Ludhiana,Village_250,Rabi,2023,11.0748,96.8066,314.3,31.9,200.7,7.59,1.88,0.688,10.4,2.39,18.0,0.7,1.6,0.33,27.4,49.5,369.0,mustard,Laterite
